wave	sky_flux	sky_flux_err
5.58E+03	1.00E-06	1.00E-05
5.58E+03	1.00E-06	1.00E-05
5.58E+03	1.00E-06	1.00E-05
5.58E+03	1.00E-06	1.00E-05
5.59E+03	1.00E-06	1.00E-05
5.59E+03	1.00E-06	1.00E-05
5.59E+03	1.00E-06	1.00E-05
5.59E+03	1.00E-06	1.00E-05
5.59E+03	1.00E-06	1.00E-05
5.59E+03	1.00E-06	1.00E-05
5.59E+03	1.00E-06	1.00E-05
5.59E+03	1.00E-06	1.00E-05
5.60E+03	1.00E-06	1.00E-05
5.60E+03	1.00E-06	1.00E-05
5.60E+03	1.00E-06	1.00E-05
5.60E+03	1.00E-06	1.00E-05
5.60E+03	1.00E-06	1.00E-05
5.60E+03	1.00E-06	1.00E-05
5.60E+03	1.00E-06	1.00E-05
5.60E+03	1.00E-06	1.00E-05
5.61E+03	1.00E-06	1.00E-05
5.61E+03	1.00E-06	1.00E-05
5.61E+03	1.00E-06	1.00E-05
5.61E+03	1.00E-06	1.00E-05
5.61E+03	1.00E-06	1.00E-05
5.61E+03	1.00E-06	1.00E-05
5.61E+03	1.00E-06	1.00E-05
5.61E+03	1.00E-06	1.00E-05
5.62E+03	1.00E-06	1.00E-05
5.62E+03	1.00E-06	1.00E-05
5.62E+03	1.00E-06	1.00E-05
5.62E+03	1.00E-06	1.00E-05
5.62E+03	1.00E-06	1.00E-05
5.62E+03	1.00E-06	1.00E-05
5.62E+03	1.00E-06	1.00E-05
5.62E+03	1.00E-06	1.00E-05
5.63E+03	1.00E-06	1.00E-05
5.63E+03	1.00E-06	1.00E-05
5.63E+03	1.00E-06	1.00E-05
5.63E+03	1.00E-06	1.00E-05
5.63E+03	1.00E-06	1.00E-05
5.63E+03	1.00E-06	1.00E-05
5.63E+03	1.00E-06	1.00E-05
5.63E+03	1.00E-06	1.00E-05
5.64E+03	1.00E-06	1.00E-05
5.64E+03	1.00E-06	1.00E-05
5.64E+03	1.00E-06	1.00E-05
5.64E+03	1.00E-06	1.00E-05
5.64E+03	1.00E-06	1.00E-05
5.64E+03	1.00E-06	1.00E-05
5.64E+03	1.00E-06	1.00E-05
5.64E+03	1.00E-06	1.00E-05
5.65E+03	1.00E-06	1.00E-05
5.65E+03	1.00E-06	1.00E-05
5.65E+03	1.00E-06	1.00E-05
5.65E+03	1.00E-06	1.00E-05
5.65E+03	1.00E-06	1.00E-05
5.65E+03	1.00E-06	1.00E-05
5.65E+03	1.00E-06	1.00E-05
5.65E+03	1.00E-06	1.00E-05
5.66E+03	1.00E-06	1.00E-05
5.66E+03	1.00E-06	1.00E-05
5.66E+03	1.00E-06	1.00E-05
5.66E+03	1.00E-06	1.00E-05
5.66E+03	1.00E-06	1.00E-05
5.66E+03	1.00E-06	1.00E-05
5.66E+03	1.00E-06	1.00E-05
5.66E+03	1.00E-06	1.00E-05
5.67E+03	1.00E-06	1.00E-05
5.67E+03	1.00E-06	1.00E-05
5.67E+03	1.00E-06	1.00E-05
5.67E+03	1.00E-06	1.00E-05
5.67E+03	1.00E-06	1.00E-05
5.67E+03	1.00E-06	1.00E-05
5.67E+03	1.00E-06	1.00E-05
5.67E+03	1.00E-06	1.00E-05
5.68E+03	1.00E-06	1.00E-05
5.68E+03	1.00E-06	1.00E-05
5.68E+03	1.00E-06	1.00E-05
5.68E+03	1.00E-06	1.00E-05
5.68E+03	1.00E-06	1.00E-05
5.68E+03	1.00E-06	1.00E-05
5.68E+03	1.00E-06	1.00E-05
5.68E+03	1.00E-06	1.00E-05
5.69E+03	1.00E-06	1.00E-05
5.69E+03	1.00E-06	1.00E-05
5.69E+03	1.00E-06	1.00E-05
5.69E+03	1.00E-06	1.00E-05
5.69E+03	1.00E-06	1.00E-05
5.69E+03	1.00E-06	1.00E-05
5.69E+03	1.00E-06	1.00E-05
5.69E+03	1.00E-06	1.00E-05
5.70E+03	1.00E-06	1.00E-05
5.70E+03	1.00E-06	1.00E-05
5.70E+03	1.00E-06	1.00E-05
5.70E+03	1.00E-06	1.00E-05
5.70E+03	1.00E-06	1.00E-05
5.70E+03	1.00E-06	1.00E-05
5.70E+03	1.00E-06	1.00E-05
5.70E+03	1.00E-06	1.00E-05
5.71E+03	1.00E-06	1.00E-05
5.71E+03	1.00E-06	1.00E-05
5.71E+03	1.00E-06	1.00E-05
5.71E+03	1.00E-06	1.00E-05
5.71E+03	1.00E-06	1.00E-05
5.71E+03	1.00E-06	1.00E-05
5.71E+03	1.00E-06	1.00E-05
5.71E+03	1.00E-06	1.00E-05
5.72E+03	1.00E-06	1.00E-05
5.72E+03	1.00E-06	1.00E-05
5.72E+03	1.00E-06	1.00E-05
5.72E+03	1.00E-06	1.00E-05
5.72E+03	1.00E-06	1.00E-05
5.72E+03	1.00E-06	1.00E-05
5.72E+03	1.00E-06	1.00E-05
5.72E+03	1.00E-06	1.00E-05
5.73E+03	1.00E-06	1.00E-05
5.73E+03	1.00E-06	1.00E-05
5.73E+03	1.00E-06	1.00E-05
5.73E+03	1.00E-06	1.00E-05
5.73E+03	1.00E-06	1.00E-05
5.73E+03	1.00E-06	1.00E-05
5.73E+03	1.00E-06	1.00E-05
5.73E+03	1.00E-06	1.00E-05
5.74E+03	1.00E-06	1.00E-05
5.74E+03	1.00E-06	1.00E-05
5.74E+03	1.00E-06	1.00E-05
5.74E+03	1.00E-06	1.00E-05
5.74E+03	1.00E-06	1.00E-05
5.74E+03	1.00E-06	1.00E-05
5.74E+03	1.00E-06	1.00E-05
5.74E+03	1.00E-06	1.00E-05
5.75E+03	1.00E-06	1.00E-05
5.75E+03	1.00E-06	1.00E-05
5.75E+03	1.00E-06	1.00E-05
5.75E+03	1.00E-06	1.00E-05
5.75E+03	1.00E-06	1.00E-05
5.75E+03	1.00E-06	1.00E-05
5.75E+03	1.00E-06	1.00E-05
5.75E+03	1.00E-06	1.00E-05
5.76E+03	1.00E-06	1.00E-05
5.76E+03	1.00E-06	1.00E-05
5.76E+03	1.00E-06	1.00E-05
5.76E+03	1.00E-06	1.00E-05
5.76E+03	1.00E-06	1.00E-05
5.76E+03	1.00E-06	1.00E-05
5.76E+03	1.00E-06	1.00E-05
5.76E+03	1.00E-06	1.00E-05
5.77E+03	1.00E-06	1.00E-05
5.77E+03	1.00E-06	1.00E-05
5.77E+03	1.00E-06	1.00E-05
5.77E+03	1.00E-06	1.00E-05
5.77E+03	1.00E-06	1.00E-05
5.77E+03	1.00E-06	1.00E-05
5.77E+03	1.00E-06	1.00E-05
5.77E+03	1.00E-06	1.00E-05
5.78E+03	1.00E-06	1.00E-05
5.78E+03	1.00E-06	1.00E-05
5.78E+03	1.00E-06	1.00E-05
5.78E+03	1.00E-06	1.00E-05
5.78E+03	1.00E-06	1.00E-05
5.78E+03	1.00E-06	1.00E-05
5.78E+03	1.00E-06	1.00E-05
5.78E+03	1.00E-06	1.00E-05
5.79E+03	1.00E-06	1.00E-05
5.79E+03	1.00E-06	1.00E-05
5.79E+03	1.00E-06	1.00E-05
5.79E+03	1.00E-06	1.00E-05
5.79E+03	1.00E-06	1.00E-05
5.79E+03	1.00E-06	1.00E-05
5.79E+03	1.00E-06	1.00E-05
5.79E+03	1.00E-06	1.00E-05
5.80E+03	1.00E-06	1.00E-05
5.80E+03	1.00E-06	1.00E-05
5.80E+03	1.00E-06	1.00E-05
5.80E+03	1.00E-06	1.00E-05
5.80E+03	1.00E-06	1.00E-05
5.80E+03	1.00E-06	1.00E-05
5.80E+03	1.00E-06	1.00E-05
5.80E+03	1.00E-06	1.00E-05
5.81E+03	1.00E-06	1.00E-05
5.81E+03	1.00E-06	1.00E-05
5.81E+03	1.00E-06	1.00E-05
5.81E+03	1.00E-06	1.00E-05
5.81E+03	1.00E-06	1.00E-05
5.81E+03	1.00E-06	1.00E-05
5.81E+03	1.00E-06	1.00E-05
5.81E+03	1.00E-06	1.00E-05
5.82E+03	1.00E-06	1.00E-05
5.82E+03	1.00E-06	1.00E-05
5.82E+03	1.00E-06	1.00E-05
5.82E+03	1.00E-06	1.00E-05
5.82E+03	1.00E-06	1.00E-05
5.82E+03	1.00E-06	1.00E-05
5.82E+03	1.00E-06	1.00E-05
5.82E+03	1.00E-06	1.00E-05
5.83E+03	1.00E-06	1.00E-05
5.83E+03	1.00E-06	1.00E-05
5.83E+03	1.00E-06	1.00E-05
5.83E+03	1.00E-06	1.00E-05
5.83E+03	1.00E-06	1.00E-05
5.83E+03	1.00E-06	1.00E-05
5.83E+03	1.00E-06	1.00E-05
5.83E+03	1.00E-06	1.00E-05
5.84E+03	1.00E-06	1.00E-05
5.84E+03	1.00E-06	1.00E-05
5.84E+03	1.00E-06	1.00E-05
5.84E+03	1.00E-06	1.00E-05
5.84E+03	1.00E-06	1.00E-05
5.84E+03	1.00E-06	1.00E-05
5.84E+03	1.00E-06	1.00E-05
5.84E+03	1.00E-06	1.00E-05
5.85E+03	1.00E-06	1.00E-05
5.85E+03	1.00E-06	1.00E-05
5.85E+03	1.00E-06	1.00E-05
5.85E+03	1.00E-06	1.00E-05
5.85E+03	1.00E-06	1.00E-05
5.85E+03	1.00E-06	1.00E-05
5.85E+03	1.00E-06	1.00E-05
5.85E+03	1.00E-06	1.00E-05
5.86E+03	1.00E-06	1.00E-05
5.86E+03	1.00E-06	1.00E-05
5.86E+03	1.00E-06	1.00E-05
5.86E+03	1.00E-06	1.00E-05
5.86E+03	1.00E-06	1.00E-05
5.86E+03	1.00E-06	1.00E-05
5.86E+03	1.00E-06	1.00E-05
5.86E+03	1.00E-06	1.00E-05
5.87E+03	1.00E-06	1.00E-05
5.87E+03	1.00E-06	1.00E-05
5.87E+03	1.00E-06	1.00E-05
5.87E+03	1.00E-06	1.00E-05
5.87E+03	1.00E-06	1.00E-05
5.87E+03	1.00E-06	1.00E-05
5.87E+03	1.00E-06	1.00E-05
5.87E+03	1.00E-06	1.00E-05
5.88E+03	1.00E-06	1.00E-05
5.88E+03	1.00E-06	1.00E-05
5.88E+03	1.00E-06	1.00E-05
5.88E+03	1.00E-06	1.00E-05
5.88E+03	1.00E-06	1.00E-05
5.88E+03	1.00E-06	1.00E-05
5.88E+03	1.00E-06	1.00E-05
5.88E+03	1.00E-06	1.00E-05
5.89E+03	1.00E-06	1.00E-05
5.89E+03	1.00E-06	1.00E-05
5.89E+03	1.00E-06	1.00E-05
5.89E+03	1.00E-06	1.00E-05
5.89E+03	1.00E-06	1.00E-05
5.89E+03	1.00E-06	1.00E-05
5.89E+03	1.00E-06	1.00E-05
5.89E+03	1.00E-06	1.00E-05
5.90E+03	1.00E-06	1.00E-05
5.90E+03	1.00E-06	1.00E-05
5.90E+03	1.00E-06	1.00E-05
5.90E+03	1.00E-06	1.00E-05
5.90E+03	1.00E-06	1.00E-05
5.90E+03	1.00E-06	1.00E-05
5.90E+03	1.00E-06	1.00E-05
5.90E+03	1.00E-06	1.00E-05
5.91E+03	1.00E-06	1.00E-05
5.91E+03	1.00E-06	1.00E-05
5.91E+03	1.00E-06	1.00E-05
5.91E+03	1.00E-06	1.00E-05
5.91E+03	1.00E-06	1.00E-05
5.91E+03	1.00E-06	1.00E-05
5.91E+03	1.00E-06	1.00E-05
5.91E+03	1.00E-06	1.00E-05
5.92E+03	1.00E-06	1.00E-05
5.92E+03	1.00E-06	1.00E-05
5.92E+03	1.00E-06	1.00E-05
5.92E+03	1.00E-06	1.00E-05
5.92E+03	1.00E-06	1.00E-05
5.92E+03	1.00E-06	1.00E-05
5.92E+03	1.00E-06	1.00E-05
5.92E+03	1.00E-06	1.00E-05
5.93E+03	1.00E-06	1.00E-05
5.93E+03	1.00E-06	1.00E-05
5.93E+03	1.00E-06	1.00E-05
5.93E+03	1.00E-06	1.00E-05
5.93E+03	1.00E-06	1.00E-05
5.93E+03	1.00E-06	1.00E-05
5.93E+03	1.00E-06	1.00E-05
5.93E+03	1.00E-06	1.00E-05
5.94E+03	1.00E-06	1.00E-05
5.94E+03	1.00E-06	1.00E-05
5.94E+03	1.00E-06	1.00E-05
5.94E+03	1.00E-06	1.00E-05
5.94E+03	1.00E-06	1.00E-05
5.94E+03	1.00E-06	1.00E-05
5.94E+03	1.00E-06	1.00E-05
5.94E+03	1.00E-06	1.00E-05
5.95E+03	1.00E-06	1.00E-05
5.95E+03	1.00E-06	1.00E-05
5.95E+03	1.00E-06	1.00E-05
5.95E+03	1.00E-06	1.00E-05
5.95E+03	1.00E-06	1.00E-05
5.95E+03	1.00E-06	1.00E-05
5.95E+03	1.00E-06	1.00E-05
5.95E+03	1.00E-06	1.00E-05
5.96E+03	1.00E-06	1.00E-05
5.96E+03	1.00E-06	1.00E-05
5.96E+03	1.00E-06	1.00E-05
5.96E+03	1.00E-06	1.00E-05
5.96E+03	1.00E-06	1.00E-05
5.96E+03	1.00E-06	1.00E-05
5.96E+03	1.00E-06	1.00E-05
5.96E+03	1.00E-06	1.00E-05
5.97E+03	1.00E-06	1.00E-05
5.97E+03	1.00E-06	1.00E-05
5.97E+03	1.00E-06	1.00E-05
5.97E+03	1.00E-06	1.00E-05
5.97E+03	1.00E-06	1.00E-05
5.97E+03	1.00E-06	1.00E-05
5.97E+03	1.00E-06	1.00E-05
5.97E+03	1.00E-06	1.00E-05
5.98E+03	1.00E-06	1.00E-05
5.98E+03	1.00E-06	1.00E-05
5.98E+03	1.00E-06	1.00E-05
5.98E+03	1.00E-06	1.00E-05
5.98E+03	1.00E-06	1.00E-05
5.98E+03	1.00E-06	1.00E-05
5.98E+03	1.00E-06	1.00E-05
5.98E+03	1.00E-06	1.00E-05
5.99E+03	1.00E-06	1.00E-05
5.99E+03	1.00E-06	1.00E-05
5.99E+03	1.00E-06	1.00E-05
5.99E+03	1.00E-06	1.00E-05
5.99E+03	1.00E-06	1.00E-05
5.99E+03	1.00E-06	1.00E-05
5.99E+03	1.00E-06	1.00E-05
5.99E+03	1.00E-06	1.00E-05
6.00E+03	1.00E-06	1.00E-05
6.00E+03	1.00E-06	1.00E-05
6.00E+03	1.00E-06	1.00E-05
6.00E+03	1.00E-06	1.00E-05
6.00E+03	1.00E-06	1.00E-05
6.00E+03	1.00E-06	1.00E-05
6.00E+03	1.00E-06	1.00E-05
6.00E+03	1.00E-06	1.00E-05
6.01E+03	1.00E-06	1.00E-05
6.01E+03	1.00E-06	1.00E-05
6.01E+03	1.00E-06	1.00E-05
6.01E+03	1.00E-06	1.00E-05
6.01E+03	1.00E-06	1.00E-05
6.01E+03	1.00E-06	1.00E-05
6.01E+03	1.00E-06	1.00E-05
6.01E+03	1.00E-06	1.00E-05
6.02E+03	1.00E-06	1.00E-05
6.02E+03	1.00E-06	1.00E-05
6.02E+03	1.00E-06	1.00E-05
6.02E+03	1.00E-06	1.00E-05
6.02E+03	1.00E-06	1.00E-05
6.02E+03	1.00E-06	1.00E-05
6.02E+03	1.00E-06	1.00E-05
6.02E+03	1.00E-06	1.00E-05
6.03E+03	1.00E-06	1.00E-05
6.03E+03	1.00E-06	1.00E-05
6.03E+03	1.00E-06	1.00E-05
6.03E+03	1.00E-06	1.00E-05
6.03E+03	1.00E-06	1.00E-05
6.03E+03	1.00E-06	1.00E-05
6.03E+03	1.00E-06	1.00E-05
6.03E+03	1.00E-06	1.00E-05
6.04E+03	1.00E-06	1.00E-05
6.04E+03	1.00E-06	1.00E-05
6.04E+03	1.00E-06	1.00E-05
6.04E+03	1.00E-06	1.00E-05
6.04E+03	1.00E-06	1.00E-05
6.04E+03	1.00E-06	1.00E-05
6.04E+03	1.00E-06	1.00E-05
6.04E+03	1.00E-06	1.00E-05
6.05E+03	1.00E-06	1.00E-05
6.05E+03	1.00E-06	1.00E-05
6.05E+03	1.00E-06	1.00E-05
6.05E+03	1.00E-06	1.00E-05
6.05E+03	1.00E-06	1.00E-05
6.05E+03	1.00E-06	1.00E-05
6.05E+03	1.00E-06	1.00E-05
6.05E+03	1.00E-06	1.00E-05
6.06E+03	1.00E-06	1.00E-05
6.06E+03	1.00E-06	1.00E-05
6.06E+03	1.00E-06	1.00E-05
6.06E+03	1.00E-06	1.00E-05
6.06E+03	1.00E-06	1.00E-05
6.06E+03	1.00E-06	1.00E-05
6.06E+03	1.00E-06	1.00E-05
6.06E+03	1.00E-06	1.00E-05
6.07E+03	1.00E-06	1.00E-05
6.07E+03	1.00E-06	1.00E-05
6.07E+03	1.00E-06	1.00E-05
6.07E+03	1.00E-06	1.00E-05
6.07E+03	1.00E-06	1.00E-05
6.07E+03	1.00E-06	1.00E-05
6.07E+03	1.00E-06	1.00E-05
6.07E+03	1.00E-06	1.00E-05
6.08E+03	1.00E-06	1.00E-05
6.08E+03	1.00E-06	1.00E-05
6.08E+03	1.00E-06	1.00E-05
6.08E+03	1.00E-06	1.00E-05
6.08E+03	1.00E-06	1.00E-05
6.08E+03	1.00E-06	1.00E-05
6.08E+03	1.00E-06	1.00E-05
6.08E+03	1.00E-06	1.00E-05
6.09E+03	1.00E-06	1.00E-05
6.09E+03	1.00E-06	1.00E-05
6.09E+03	1.00E-06	1.00E-05
6.09E+03	1.00E-06	1.00E-05
6.09E+03	1.00E-06	1.00E-05
6.09E+03	1.00E-06	1.00E-05
6.09E+03	1.00E-06	1.00E-05
6.09E+03	1.00E-06	1.00E-05
6.10E+03	1.00E-06	1.00E-05
6.10E+03	1.00E-06	1.00E-05
6.10E+03	1.00E-06	1.00E-05
6.10E+03	1.00E-06	1.00E-05
6.10E+03	1.00E-06	1.00E-05
6.10E+03	1.00E-06	1.00E-05
6.10E+03	1.00E-06	1.00E-05
6.10E+03	1.00E-06	1.00E-05
6.11E+03	1.00E-06	1.00E-05
6.11E+03	1.00E-06	1.00E-05
6.11E+03	1.00E-06	1.00E-05
6.11E+03	1.00E-06	1.00E-05
6.11E+03	1.00E-06	1.00E-05
6.11E+03	1.00E-06	1.00E-05
6.11E+03	1.00E-06	1.00E-05
6.11E+03	1.00E-06	1.00E-05
6.12E+03	1.00E-06	1.00E-05
6.12E+03	1.00E-06	1.00E-05
6.12E+03	1.00E-06	1.00E-05
6.12E+03	1.00E-06	1.00E-05
6.12E+03	1.00E-06	1.00E-05
6.12E+03	1.00E-06	1.00E-05
6.12E+03	1.00E-06	1.00E-05
6.12E+03	1.00E-06	1.00E-05
6.13E+03	1.00E-06	1.00E-05
6.13E+03	1.00E-06	1.00E-05
6.13E+03	1.00E-06	1.00E-05
6.13E+03	1.00E-06	1.00E-05
6.13E+03	1.00E-06	1.00E-05
6.13E+03	1.00E-06	1.00E-05
6.13E+03	1.00E-06	1.00E-05
6.13E+03	1.00E-06	1.00E-05
6.14E+03	1.00E-06	1.00E-05
6.14E+03	1.00E-06	1.00E-05
6.14E+03	1.00E-06	1.00E-05
6.14E+03	1.00E-06	1.00E-05
6.14E+03	1.00E-06	1.00E-05
6.14E+03	1.00E-06	1.00E-05
6.14E+03	1.00E-06	1.00E-05
6.14E+03	1.00E-06	1.00E-05
6.15E+03	1.00E-06	1.00E-05
6.15E+03	1.00E-06	1.00E-05
6.15E+03	1.00E-06	1.00E-05
6.15E+03	1.00E-06	1.00E-05
6.15E+03	1.00E-06	1.00E-05
6.15E+03	1.00E-06	1.00E-05
6.15E+03	1.00E-06	1.00E-05
6.15E+03	1.00E-06	1.00E-05
6.16E+03	1.00E-06	1.00E-05
6.16E+03	1.00E-06	1.00E-05
6.16E+03	1.00E-06	1.00E-05
6.16E+03	1.00E-06	1.00E-05
6.16E+03	1.00E-06	1.00E-05
6.16E+03	1.00E-06	1.00E-05
6.16E+03	1.00E-06	1.00E-05
6.16E+03	1.00E-06	1.00E-05
6.17E+03	1.00E-06	1.00E-05
6.17E+03	1.00E-06	1.00E-05
6.17E+03	1.00E-06	1.00E-05
6.17E+03	1.00E-06	1.00E-05
6.17E+03	1.00E-06	1.00E-05
6.17E+03	1.00E-06	1.00E-05
6.17E+03	1.00E-06	1.00E-05
6.17E+03	1.00E-06	1.00E-05
6.18E+03	1.00E-06	1.00E-05
6.18E+03	1.00E-06	1.00E-05
6.18E+03	1.00E-06	1.00E-05
6.18E+03	1.00E-06	1.00E-05
6.18E+03	1.00E-06	1.00E-05
6.18E+03	1.00E-06	1.00E-05
6.18E+03	1.00E-06	1.00E-05
6.18E+03	1.00E-06	1.00E-05
6.19E+03	1.00E-06	1.00E-05
6.19E+03	1.00E-06	1.00E-05
6.19E+03	1.00E-06	1.00E-05
6.19E+03	1.00E-06	1.00E-05
6.19E+03	1.00E-06	1.00E-05
6.19E+03	1.00E-06	1.00E-05
6.19E+03	1.00E-06	1.00E-05
6.19E+03	1.00E-06	1.00E-05
6.20E+03	1.00E-06	1.00E-05
6.20E+03	1.00E-06	1.00E-05
6.20E+03	1.00E-06	1.00E-05
6.20E+03	1.00E-06	1.00E-05
6.20E+03	1.00E-06	1.00E-05
6.20E+03	1.00E-06	1.00E-05
6.20E+03	1.00E-06	1.00E-05
6.20E+03	1.00E-06	1.00E-05
6.21E+03	1.00E-06	1.00E-05
6.21E+03	1.00E-06	1.00E-05
6.21E+03	1.00E-06	1.00E-05
6.21E+03	1.00E-06	1.00E-05
6.21E+03	1.00E-06	1.00E-05
6.21E+03	1.00E-06	1.00E-05
6.21E+03	1.00E-06	1.00E-05
6.21E+03	1.00E-06	1.00E-05
6.22E+03	1.00E-06	1.00E-05
6.22E+03	1.00E-06	1.00E-05
6.22E+03	1.00E-06	1.00E-05
6.22E+03	1.00E-06	1.00E-05
6.22E+03	1.00E-06	1.00E-05
6.22E+03	1.00E-06	1.00E-05
6.22E+03	1.00E-06	1.00E-05
6.22E+03	1.00E-06	1.00E-05
6.23E+03	1.00E-06	1.00E-05
6.23E+03	1.00E-06	1.00E-05
6.23E+03	1.00E-06	1.00E-05
6.23E+03	1.00E-06	1.00E-05
6.23E+03	1.00E-06	1.00E-05
6.23E+03	1.00E-06	1.00E-05
6.23E+03	1.00E-06	1.00E-05
6.23E+03	1.00E-06	1.00E-05
6.24E+03	1.00E-06	1.00E-05
6.24E+03	1.00E-06	1.00E-05
6.24E+03	1.00E-06	1.00E-05
6.24E+03	1.00E-06	1.00E-05
6.24E+03	1.00E-06	1.00E-05
6.24E+03	1.00E-06	1.00E-05
6.24E+03	1.00E-06	1.00E-05
6.24E+03	1.00E-06	1.00E-05
6.25E+03	1.00E-06	1.00E-05
6.25E+03	1.00E-06	1.00E-05
6.25E+03	1.00E-06	1.00E-05
6.25E+03	1.00E-06	1.00E-05
6.25E+03	1.00E-06	1.00E-05
6.25E+03	1.00E-06	1.00E-05
6.25E+03	1.00E-06	1.00E-05
6.25E+03	1.00E-06	1.00E-05
6.26E+03	1.00E-06	1.00E-05
6.26E+03	1.00E-06	1.00E-05
6.26E+03	1.00E-06	1.00E-05
6.26E+03	1.00E-06	1.00E-05
6.26E+03	1.00E-06	1.00E-05
6.26E+03	1.00E-06	1.00E-05
6.26E+03	1.00E-06	1.00E-05
6.26E+03	1.00E-06	1.00E-05
6.27E+03	1.00E-06	1.00E-05
6.27E+03	1.00E-06	1.00E-05
6.27E+03	1.00E-06	1.00E-05
6.27E+03	1.00E-06	1.00E-05
6.27E+03	1.00E-06	1.00E-05
6.27E+03	1.00E-06	1.00E-05
6.27E+03	1.00E-06	1.00E-05
6.27E+03	1.00E-06	1.00E-05
6.28E+03	1.00E-06	1.00E-05
6.28E+03	1.00E-06	1.00E-05
6.28E+03	1.00E-06	1.00E-05
6.28E+03	1.00E-06	1.00E-05
6.28E+03	1.00E-06	1.00E-05
6.28E+03	1.00E-06	1.00E-05
6.28E+03	1.00E-06	1.00E-05
6.28E+03	1.00E-06	1.00E-05
6.29E+03	1.00E-06	1.00E-05
6.29E+03	1.00E-06	1.00E-05
6.29E+03	1.00E-06	1.00E-05
6.29E+03	1.00E-06	1.00E-05
6.29E+03	1.00E-06	1.00E-05
6.29E+03	1.00E-06	1.00E-05
6.29E+03	1.00E-06	1.00E-05
6.29E+03	1.00E-06	1.00E-05
6.30E+03	1.00E-06	1.00E-05
6.30E+03	1.00E-06	1.00E-05
6.30E+03	1.00E-06	1.00E-05
6.30E+03	1.00E-06	1.00E-05
6.30E+03	1.00E-06	1.00E-05
6.30E+03	1.00E-06	1.00E-05
6.30E+03	1.00E-06	1.00E-05
6.30E+03	1.00E-06	1.00E-05
6.31E+03	1.00E-06	1.00E-05
6.31E+03	1.00E-06	1.00E-05
6.31E+03	1.00E-06	1.00E-05
6.31E+03	1.00E-06	1.00E-05
6.31E+03	1.00E-06	1.00E-05
6.31E+03	1.00E-06	1.00E-05
6.31E+03	1.00E-06	1.00E-05
6.31E+03	1.00E-06	1.00E-05
6.32E+03	1.00E-06	1.00E-05
6.32E+03	1.00E-06	1.00E-05
6.32E+03	1.00E-06	1.00E-05
6.32E+03	1.00E-06	1.00E-05
6.32E+03	1.00E-06	1.00E-05
6.32E+03	1.00E-06	1.00E-05
6.32E+03	1.00E-06	1.00E-05
6.32E+03	1.00E-06	1.00E-05
6.33E+03	1.00E-06	1.00E-05
6.33E+03	1.00E-06	1.00E-05
6.33E+03	1.00E-06	1.00E-05
6.33E+03	1.00E-06	1.00E-05
6.33E+03	1.00E-06	1.00E-05
6.33E+03	1.00E-06	1.00E-05
6.33E+03	1.00E-06	1.00E-05
6.33E+03	1.00E-06	1.00E-05
6.34E+03	1.00E-06	1.00E-05
6.34E+03	1.00E-06	1.00E-05
6.34E+03	1.00E-06	1.00E-05
6.34E+03	1.00E-06	1.00E-05
6.34E+03	1.00E-06	1.00E-05
6.34E+03	1.00E-06	1.00E-05
6.34E+03	1.00E-06	1.00E-05
6.34E+03	1.00E-06	1.00E-05
6.35E+03	1.00E-06	1.00E-05
6.35E+03	1.00E-06	1.00E-05
6.35E+03	1.00E-06	1.00E-05
6.35E+03	1.00E-06	1.00E-05
6.35E+03	1.00E-06	1.00E-05
6.35E+03	1.00E-06	1.00E-05
6.35E+03	1.00E-06	1.00E-05
6.35E+03	1.00E-06	1.00E-05
6.36E+03	1.00E-06	1.00E-05
6.36E+03	1.00E-06	1.00E-05
6.36E+03	1.00E-06	1.00E-05
6.36E+03	1.00E-06	1.00E-05
6.36E+03	1.00E-06	1.00E-05
6.36E+03	1.00E-06	1.00E-05
6.36E+03	1.00E-06	1.00E-05
6.36E+03	1.00E-06	1.00E-05
6.37E+03	1.00E-06	1.00E-05
6.37E+03	1.00E-06	1.00E-05
6.37E+03	1.00E-06	1.00E-05
6.37E+03	1.00E-06	1.00E-05
6.37E+03	1.00E-06	1.00E-05
6.37E+03	1.00E-06	1.00E-05
6.37E+03	1.00E-06	1.00E-05
6.37E+03	1.00E-06	1.00E-05
6.38E+03	1.00E-06	1.00E-05
6.38E+03	1.00E-06	1.00E-05
6.38E+03	1.00E-06	1.00E-05
6.38E+03	1.00E-06	1.00E-05
6.38E+03	1.00E-06	1.00E-05
6.38E+03	1.00E-06	1.00E-05
6.38E+03	1.00E-06	1.00E-05
6.38E+03	1.00E-06	1.00E-05
6.39E+03	1.00E-06	1.00E-05
6.39E+03	1.00E-06	1.00E-05
6.39E+03	1.00E-06	1.00E-05
6.39E+03	1.00E-06	1.00E-05
6.39E+03	1.00E-06	1.00E-05
6.39E+03	1.00E-06	1.00E-05
6.39E+03	1.00E-06	1.00E-05
6.39E+03	1.00E-06	1.00E-05
6.40E+03	1.00E-06	1.00E-05
6.40E+03	1.00E-06	1.00E-05
6.40E+03	1.00E-06	1.00E-05
6.40E+03	1.00E-06	1.00E-05
6.40E+03	1.00E-06	1.00E-05
6.40E+03	1.00E-06	1.00E-05
6.40E+03	1.00E-06	1.00E-05
6.40E+03	1.00E-06	1.00E-05
6.41E+03	1.00E-06	1.00E-05
6.41E+03	1.00E-06	1.00E-05
6.41E+03	1.00E-06	1.00E-05
6.41E+03	1.00E-06	1.00E-05
6.41E+03	1.00E-06	1.00E-05
